batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
EP Gulbis,4,5,0,0,80.0,JP Faulkner,3.0,25.0,0.0,0.0,0.0,8.333333333333334
BR Dunk,20,15,2,1,133.33333333333331,J Botha,4.0,21.0,2.0,0.0,0.0,5.25
NCR Larkin,16,13,3,0,123.07692307692308,JC Archer,3.0,23.0,2.0,0.0,1.0,7.666666666666667
NJ Maddinson,6,7,1,0,85.71428571428571,RP Meredith,4.0,21.0,4.0,0.0,0.0,5.25
SE Gotch,35,26,2,1,134.6153846153846,DJM Short,2.0,16.0,1.0,0.0,0.0,8.0
DJ Bravo,19,16,1,1,118.75,CA Rose,1.0,18.0,0.0,0.0,0.0,18.0
J Merlo,11,9,1,0,122.22222222222223,,,,,,,
LE Plunkett,11,8,1,0,137.5,,,,,,,
JM Bird,1,2,0,0,50.0,,,,,,,
TL O'Connell,0,1,0,0,0.0,,,,,,,
L Bowe,0,1,0,0,0.0,,,,,,,
