batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
M Vijay,38,35,3,1,108.57142857142857,SL Malinga,4.0,37.0,4.0,0.0,0.0,9.25
SR Watson,8,4,2,0,200.0,KH Pandya,3.0,7.0,2.0,0.0,0.0,2.3333333333333335
SK Raina,2,4,0,0,50.0,HH Pandya,2.0,22.0,1.0,1.0,1.0,10.5
AT Rayudu,0,3,0,0,0.0,JJ Bumrah,3.0,10.0,2.0,0.0,1.0,3.3333333333333335
KM Jadhav,6,11,0,0,54.54545454545454,RD Chahar,4.0,21.0,0.0,0.0,0.0,5.25
DR Shorey,5,8,0,0,62.5,AS Roy,2.0,11.0,1.0,0.0,3.0,5.5
DJ Bravo,20,17,2,0,117.64705882352942,,,,,,,
MJ Santner,22,20,0,2,110.00000000000001,,,,,,,
DL Chahar,0,2,0,0,0.0,,,,,,,
Harbhajan Singh,1,3,0,0,33.33333333333333,,,,,,,
