batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
L Ronchi,0,1,0,0,0.0,Sohail Tanvir,4.0,21.0,4.0,0.0,1.0,5.25
Rizwan Hussain,5,8,1,0,62.5,Ghulam Mudassar,4.0,37.0,0.0,0.0,0.0,9.25
Shadab Khan,0,5,0,0,0.0,Mohammad Nawaz (3),4.0,24.0,1.0,0.0,0.0,6.0
CS Delport,19,20,1,0,95.0,Mohammad Irfan (4),4.0,47.0,0.0,0.0,0.0,11.75
Hussain Talat,30,18,4,1,166.66666666666669,Fawad Ahmed,4.0,15.0,3.0,0.0,0.0,3.75
Asif Ali,36,27,2,2,133.33333333333331,DR Smith,0.0,6.0,0.0,0.0,0.0,inf
Faheem Ashraf,1,7,0,0,14.285714285714285,,,,,,,
WD Parnell,41,20,7,1,204.99999999999997,,,,,,,
SR Patel,15,12,2,0,125.0,,,,,,,
Mohammad Sami,2,2,0,0,100.0,,,,,,,
