batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LM Reece,19,7,2,1,271.42857142857144,JA Porter,2.0,24.0,0.0,0.0,0.0,12.0
BA Godleman,9,6,2,0,150.0,AP Beard,1.0,6.0,1.0,0.0,0.0,6.0
WL Madsen,17,12,2,1,141.66666666666669,SR Harmer,4.0,19.0,4.0,0.0,0.0,4.75
JL du Plooy,9,11,0,0,81.81818181818183,ASS Nijjar,4.0,26.0,3.0,0.0,0.0,6.5
AL Hughes,23,27,3,0,85.18518518518519,RS Bopara,3.0,19.0,0.0,0.0,0.0,6.333333333333333
Anuj Dal,0,1,0,0,0.0,DW Lawrence,3.0,20.0,1.0,0.0,0.0,6.666666666666667
MJJ Critchley,5,8,0,0,62.5,CS Delport,2.0,11.0,1.0,0.0,1.0,5.5
D Smit,19,18,1,0,105.55555555555556,,,,,,,
FJ Hudson-Prentice,1,2,0,0,50.0,,,,,,,
LV van Beek,16,12,1,1,133.33333333333331,,,,,,,
R Rampaul,6,8,0,1,75.0,,,,,,,
