batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JJ Roy,153,121,14,5,126.44628099173553,Shakib Al Hasan,10.0,71.0,0.0,0.0,2.0,7.1
JM Bairstow,51,50,7,0,102.0,Mashrafe Mortaza,10.0,68.0,1.0,0.0,0.0,6.8
JE Root,21,29,1,0,72.41379310344827,Mohammad Saifuddin,9.0,78.0,2.0,0.0,2.0,8.666666666666666
JC Buttler,64,44,2,4,145.45454545454547,Mustafizur Rahman,9.0,75.0,1.0,1.0,2.0,8.222222222222221
EJG Morgan,35,33,1,2,106.06060606060606,Mehedi Hasan Miraz,10.0,67.0,2.0,0.0,1.0,6.7
BA Stokes,6,7,0,0,85.71428571428571,Mosaddek Hossain,2.0,24.0,0.0,0.0,0.0,12.0
CR Woakes,18,8,0,2,225.0,,,,,,,
LE Plunkett,27,9,4,1,300.0,,,,,,,
