batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
O Bascome,23,29,1,1,79.3103448275862,GDR Eranga,3.0,4.0,2.0,0.0,0.0,1.3333333333333333
KS Leverock,11,18,2,0,61.111111111111114,NR Kumar,3.0,22.0,0.0,0.0,0.0,7.333333333333333
DMW Rawlins,6,10,1,0,60.0,Saad Bin Zafar,3.0,19.0,1.0,0.0,1.0,6.333333333333333
AC Douglas,1,4,0,0,25.0,NS Dhaliwal,1.0,4.0,0.0,0.0,0.0,4.0
OGL Bascome,14,16,1,1,87.5,D Heyliger,3.0,16.0,4.0,1.0,0.0,5.0
MO Jones,1,5,0,0,20.0,N Dutta,3.0,12.0,2.0,0.0,1.0,4.0
DAP Darrell,10,10,0,1,100.0,,,,,,,
DL Brangman,0,1,0,0,0.0,,,,,,,
GH O'Brien,7,4,0,1,175.0,,,,,,,
TS Fray,1,1,0,0,100.0,,,,,,,
