batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
FDM Karunaratne,1,8,0,0,12.5,CR Woakes,5.0,22.0,1.0,0.0,0.0,4.4
MDKJ Perera,2,6,0,0,33.33333333333333,JC Archer,10.0,52.0,3.0,0.0,2.0,5.2
WIA Fernando,49,39,6,2,125.64102564102564,MA Wood,8.0,40.0,3.0,0.0,1.0,5.0
BKG Mendis,46,68,2,0,67.64705882352942,BA Stokes,5.0,16.0,0.0,0.0,0.0,3.2
AD Mathews,85,115,5,1,73.91304347826086,MM Ali,10.0,40.0,0.0,0.0,3.0,4.0
BMAJ Mendis,0,1,0,0,0.0,AU Rashid,10.0,45.0,2.0,0.0,0.0,4.5
DM de Silva,29,47,1,0,61.702127659574465,JE Root,2.0,13.0,0.0,0.0,0.0,6.5
NLTC Perera,2,6,0,0,33.33333333333333,,,,,,,
I Udana,6,4,1,0,150.0,,,,,,,
SL Malinga,1,5,0,0,20.0,,,,,,,
N Pradeep,1,1,0,0,100.0,,,,,,,
