batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PP Shaw,99,55,12,3,180.0,M Prasidh Krishna,4,33,0,0,1,8.25
S Dhawan,16,8,2,1,200.0,LH Ferguson,4,38,1,0,2,9.5
SS Iyer,43,32,4,2,134.375,PP Chawla,4,36,1,0,0,9.0
RR Pant,11,15,1,0,73.33333333333333,AD Russell,3,28,1,0,0,9.333333333333334
CA Ingram,10,7,1,0,142.85714285714286,Kuldeep Yadav,4,41,2,0,0,10.25
GH Vihari,2,3,0,0,66.66666666666666,N Rana,1,8,0,0,0,8.0
