batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SJ Baard,17,18,1,0,94.44444444444444,MR Adair,4.0,9.0,2.0,0.0,0.0,2.25
N Davin,5,7,0,0,71.42857142857143,GJ Delany,4.0,23.0,2.0,0.0,0.0,5.75
JP Kotze,4,7,0,0,57.14285714285714,Simi Singh,4.0,25.0,3.0,0.0,0.0,6.25
CG Williams,1,7,0,0,14.285714285714285,SC Getkate,3.0,25.0,1.0,2.0,0.0,7.666666666666667
MG Erasmus,51,34,7,0,150.0,WB Rankin,3.0,17.0,2.0,0.0,0.0,5.666666666666667
ZE Green,9,11,1,0,81.81818181818183,CA Young,1.0,8.0,0.0,0.0,0.0,8.0
JJ Smit,10,13,0,1,76.92307692307693,,,,,,,
C Viljoen,4,5,0,0,80.0,,,,,,,
Z Groenewald,2,6,0,0,33.33333333333333,,,,,,,
BM Scholtz,2,3,0,0,66.66666666666666,,,,,,,
B Shikongo,0,1,0,0,0.0,,,,,,,
