batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SR Watson,33,25,6,1,132.0,Mohammad Abbas,4,33,0,0,0,8.25
Ahsan Ali,17,15,2,0,113.33333333333333,Mohammad Irfan,1,6,0,0,0,6.0
Ahmed Shehzad,28,35,2,0,80.0,Nauman Ali,4,25,0,1,0,6.0
RR Rossouw,35,33,3,0,106.06060606060606,Shahid Afridi,4,18,2,0,0,4.5
Umar Akmal,0,2,0,0,0.0,Shoaib Malik,4,22,0,0,1,5.5
DJ Bravo,2,5,0,0,40.0,Mohammad Ilyas,2,14,1,0,1,7.0
