batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Babar Azam,27,21,4,0,128.57142857142858,Rumman Raees,4.0,34.0,1.0,0.0,1.0,8.5
C Munro,0,1,0,0,0.0,Muhammad Musa,4.0,28.0,1.0,0.0,0.0,7.0
Awais Zia,3,9,0,0,33.33333333333333,Faheem Ashraf,4.0,26.0,3.0,0.0,0.0,6.5
CA Ingram,5,6,1,0,83.33333333333334,Shadab Khan,4.0,18.0,0.0,0.0,0.0,4.5
LS Livingstone,22,31,0,0,70.96774193548387,SR Patel,3.0,20.0,0.0,0.0,0.0,6.666666666666667
BR Dunk,49,32,3,2,153.125,WD Parnell,1.0,16.0,0.0,0.0,0.0,16.0
Imad Wasim,0,1,0,0,0.0,,,,,,,
Aamer Yamin,35,19,3,2,184.21052631578948,,,,,,,
