batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
KL Rahul,71,53,7,1,133.96226415094338,B Kumar,4.0,25.0,0.0,0.0,0.0,6.25
CH Gayle,16,14,1,1,114.28571428571428,Sandeep Sharma,4.0,21.0,2.0,0.0,0.0,5.25
MA Agarwal,55,43,3,3,127.90697674418605,Rashid Khan,4.0,20.0,1.0,0.0,0.0,5.0
DA Miller,1,3,0,0,33.33333333333333,Mohammad Nabi,4.0,42.0,0.0,0.0,0.0,10.5
Mandeep Singh,2,3,0,0,66.66666666666666,S Kaul,4.0,42.0,1.0,0.0,0.0,10.5
SM Curran,5,3,0,0,166.66666666666669,,,,,,,
