batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
XM Marshall,4,10,0,0,40.0,GH O'Brien,4.0,14.0,2.0,0.0,6.0,3.5
JS Malhotra,38,39,4,1,97.43589743589743,DMW Rawlins,4.0,26.0,1.0,0.0,0.0,6.5
Steven Ryan Taylor,0,1,0,0,0.0,JE Pitcher,3.0,26.0,1.0,0.0,1.0,8.666666666666666
MD Patel,3,8,0,0,37.5,RJ Trott,4.0,31.0,0.0,0.0,0.0,7.75
Aaron Jones,39,29,2,2,134.48275862068965,KS Leverock,4.0,26.0,1.0,1.0,3.0,6.25
HR Walsh,21,18,0,2,116.66666666666667,MO Jones,1.0,10.0,1.0,0.0,0.0,10.0
TP Allen,9,5,0,1,180.0,,,,,,,
CJ Gannon,3,3,0,0,100.0,,,,,,,
NK Patel,5,8,0,0,62.5,,,,,,,
