batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
H Masakadza,4,5,1,0,80.0,TJ Murtagh,10.0,21.0,5.0,0.0,0.0,2.1
SF Mire,4,8,1,0,50.0,MR Adair,10.0,52.0,0.0,0.0,3.0,5.2
CR Ervine,43,51,7,0,84.31372549019608,WB Rankin,10.0,44.0,1.0,0.0,1.0,4.4
BRM Taylor,0,1,0,0,0.0,SC Getkate,10.0,57.0,2.0,0.0,0.0,5.7
SC Williams,58,84,6,1,69.04761904761905,AR McBrine,4.0,36.0,0.0,0.0,0.0,9.0
Sikandar Raza,31,22,2,1,140.9090909090909,KJ O'Brien,6.0,23.0,0.0,0.0,0.0,3.8333333333333335
RP Burl,53,79,3,0,67.08860759493672,,,,,,,
R Mutumbami,2,4,0,0,50.0,,,,,,,
DT Tiripano,33,44,3,0,75.0,,,,,,,
KM Jarvis,0,1,0,0,0.0,,,,,,,
TL Chatara,1,1,0,0,100.0,,,,,,,
