batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SE Marsh,32,26,5,0,123.07692307692308,CP Wood,4,67,2,0,1,16.75
NJ Selman,33,19,5,1,173.6842105263158,LA Dawson,4,25,1,0,0,6.25
CA Ingram,44,23,2,4,191.30434782608697,KJ Abbott,4,32,0,0,0,8.0
DL Lloyd,40,17,3,4,235.29411764705884,T Shamsi,3,38,0,0,1,12.666666666666666
CB Cooke,45,23,3,3,195.65217391304347,MS Crane,4,32,1,0,0,8.0
Callum Taylor,16,12,1,1,133.33333333333331,JK Fuller,1,20,1,0,2,20.0
