batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LM Reece,0,2,0,0,0.0,FH Edwards,4.0,29.0,2.0,0.0,1.0,7.25
BA Godleman,9,15,0,0,60.0,AT Thomson,2.0,22.0,0.0,0.0,0.0,11.0
WL Madsen,14,6,3,0,233.33333333333334,HJH Brookes,4.0,50.0,2.0,4.0,1.0,11.5
JL du Plooy,70,43,4,3,162.7906976744186,JS Patel,4.0,17.0,1.0,0.0,0.0,4.25
DI Stevens,3,4,0,0,75.0,AC Agar,4.0,22.0,1.0,0.0,0.0,5.5
MJJ Critchley,2,7,0,0,28.57142857142857,WMH Rhodes,2.0,15.0,1.0,0.0,0.0,7.5
FJ Hudson-Prentice,8,10,0,0,80.0,,,,,,,
D Smit,29,18,3,1,161.11111111111111,,,,,,,
LV van Beek,2,3,0,0,66.66666666666666,,,,,,,
MRJ Watt,11,12,2,0,91.66666666666666,,,,,,,
R Rampaul,1,2,0,0,50.0,,,,,,,
