batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
HG Munsey,7,7,1,0,100.0,PA van Meekeren,4.0,26.0,1.0,0.0,1.0,6.5
KJ Coetzer,17,17,3,0,100.0,CN Ackermann,2.0,22.0,1.0,0.0,0.0,11.0
MH Cross,52,44,5,1,118.18181818181819,T van der Gugten,3.0,16.0,1.0,0.0,0.0,5.333333333333333
CS MacLeod,1,3,0,0,33.33333333333333,BD Glover,4.0,28.0,2.0,0.0,2.0,7.0
RD Berrington,16,17,0,1,94.11764705882352,RE van der Merwe,4.0,23.0,1.0,0.0,0.0,5.75
MA Leask,4,5,0,0,80.0,PM Seelaar,3.0,12.0,2.0,0.0,0.0,4.0
CD Wallace,3,4,0,0,75.0,,,,,,,
JH Davey,14,11,2,0,127.27272727272727,,,,,,,
SM Sharif,10,10,1,0,100.0,,,,,,,
MRJ Watt,1,2,0,0,50.0,,,,,,,
