batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
E Chigumbura,7,3,0,0,233.33333333333334,FJ Klaassen,1.0,18.0,0.0,0.0,0.0,18.0
BRM Taylor,11,3,1,1,366.66666666666663,,,,,,,
