batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SE Marsh,2,3,0,0,66.66666666666666,MTC Waller,4.0,19.0,3.0,0.0,2.0,4.75
NJ Selman,20,23,1,0,86.95652173913044,JE Taylor,4.0,31.0,2.0,0.0,2.0,7.75
CA Ingram,1,1,0,0,100.0,C Overton,3.0,35.0,0.0,0.0,0.0,11.666666666666666
DL Lloyd,63,37,7,2,170.27027027027026,TD Groenewald,3.0,22.0,2.0,0.0,0.0,7.333333333333333
CB Cooke,1,2,0,0,50.0,RE van der Merwe,4.0,26.0,1.0,0.0,0.0,6.5
Callum Taylor,6,6,1,0,100.0,TA Lammonby,2.0,17.0,1.0,0.0,1.0,8.5
DA Douthwaite,1,5,0,0,20.0,,,,,,,
AG Salter,39,26,1,2,150.0,,,,,,,
RAJ Smith,0,3,0,0,0.0,,,,,,,
M de Lange,11,11,1,0,100.0,,,,,,,
RI Walker,1,3,0,0,33.33333333333333,,,,,,,
