batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
WTS Porterfield,12,10,2,0,120.0,SS Cottrell,6.0,33.0,1.0,0.0,0.0,5.5
PR Stirling,0,1,0,0,0.0,KAJ Roach,7.0,28.0,2.0,0.0,3.0,4.0
A Balbirnie,29,35,3,1,82.85714285714286,ST Gabriel,8.0,44.0,3.0,1.0,6.0,5.375
L Tucker,0,4,0,0,0.0,JO Holder,6.0,26.0,0.0,0.0,1.0,4.333333333333333
KJ O'Brien,68,77,7,1,88.31168831168831,AR Nurse,8.0,51.0,4.0,0.0,1.0,6.375
GC Wilson,30,42,2,0,71.42857142857143,,,,,,,
GH Dockrell,2,5,0,0,40.0,,,,,,,
MR Adair,10,10,1,0,100.0,,,,,,,
BJ McCarthy,9,15,1,0,60.0,,,,,,,
TJ Murtagh,10,8,1,0,125.0,,,,,,,
J Little,0,2,0,0,0.0,,,,,,,
