batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
T Bharaj,2,7,0,0,28.57142857142857,Izatullah Dawlatzai,4.0,15.0,1.0,0.0,0.0,3.75
HAM Shah,2,12,0,0,16.666666666666664,CAJ Meschede,4.0,19.0,1.0,0.0,2.0,4.75
Anique Uddin,31,29,2,0,106.89655172413792,Ahmed Wardak,4.0,26.0,3.0,0.0,0.0,6.5
A Bulow,11,13,0,1,84.61538461538461,Asad Mohammad,4.0,30.0,0.0,2.0,0.0,7.0
SA Ahmad,19,22,1,0,86.36363636363636,Sahir Naqash,1.0,5.0,0.0,0.0,0.0,5.0
OD Hald,12,12,0,1,100.0,Abdul-Shakoor Rahimzei,3.0,10.0,2.0,0.0,0.0,3.3333333333333335
Rizwan Mahmood,12,14,0,0,85.71428571428571,,,,,,,
J Jojo,4,5,0,0,80.0,,,,,,,
Delawar Khan,6,5,0,0,120.0,,,,,,,
ND Laegsgaard,2,3,0,0,66.66666666666666,,,,,,,
