batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
HDRL Thirimanne,4,2,0,0,200.0,MJ Henry,7.0,29.0,3.0,0.0,1.0,4.142857142857143
FDM Karunaratne,52,84,4,0,61.904761904761905,TA Boult,9.0,44.0,1.0,0.0,4.0,4.888888888888889
MDKJ Perera,29,24,4,0,120.83333333333333,LH Ferguson,7.0,22.0,3.0,1.0,1.0,3.0
BKG Mendis,0,1,0,0,0.0,C de Grandhomme,2.0,14.0,1.0,0.0,0.0,7.0
DM de Silva,4,13,1,0,30.76923076923077,JDS Neesham,3.0,21.0,1.0,1.0,1.0,6.666666666666667
AD Mathews,0,9,0,0,0.0,MJ Santner,2.0,5.0,1.0,0.0,1.0,2.5
BMAJ Mendis,1,4,0,0,25.0,,,,,,,
NLTC Perera,27,23,0,2,117.3913043478261,,,,,,,
I Udana,0,3,0,0,0.0,,,,,,,
RAS Lakmal,7,13,1,0,53.84615384615385,,,,,,,
SL Malinga,1,2,0,0,50.0,,,,,,,
