batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PR Stirling,59,47,6,2,125.53191489361701,LN Rajbanshi,4.0,23.0,1.0,0.0,0.0,5.75
KJ O'Brien,5,6,1,0,83.33333333333334,S Lamichhane,4.0,21.0,2.0,0.0,1.0,5.25
A Balbirnie,38,28,5,1,135.71428571428572,Sompal Kami,3.0,25.0,0.0,0.0,0.0,8.333333333333334
HT Tector,1,1,0,0,100.0,Karan KC,4.0,38.0,1.0,0.0,0.0,9.5
GC Wilson,6,9,0,0,66.66666666666666,P Khadka,1.0,12.0,0.0,0.0,0.0,12.0
MR Adair,0,2,0,0,0.0,A Bohara,4.0,22.0,2.0,0.0,0.0,5.5
Simi Singh,5,9,0,0,55.55555555555556,,,,,,,
GJ Delany,4,6,0,0,66.66666666666666,,,,,,,
SR Thompson,21,11,0,2,190.9090909090909,,,,,,,
GH Dockrell,1,1,0,0,100.0,,,,,,,
