batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Raza Iqbal,19,19,3,0,100.0,Delawar Khan,2.0,14.0,0.0,0.0,2.0,7.0
E Ul Haq,1,3,0,0,33.33333333333333,ND Laegsgaard,2.0,5.0,2.0,0.0,0.0,2.5
Walid Ghauri,6,11,1,0,54.54545454545454,J Jojo,4.0,21.0,0.0,0.0,0.0,5.25
Ansar Iqbal,1,6,0,0,16.666666666666664,OD Hald,3.0,10.0,1.0,0.0,0.0,3.3333333333333335
Tafseer Ali,5,16,0,0,31.25,HAM Shah,3.0,22.0,1.0,0.0,1.0,7.333333333333333
Hayatullah Niazi,27,23,0,2,117.3913043478261,SA Ahmad,4.0,9.0,3.0,0.0,1.0,2.25
Khizer Ahmed,1,7,0,0,14.285714285714285,Anique Uddin,2.0,12.0,2.0,0.0,0.0,6.0
Abdullah Sheikh,11,16,1,0,68.75,,,,,,,
S Waqas Ahmed,8,11,0,0,72.72727272727273,,,,,,,
Junaid Sheikh,9,6,0,1,150.0,,,,,,,
P Bhart,1,2,0,0,50.0,,,,,,,
