batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
L Ronchi,21,15,1,2,140.0,Hasan Ali,4.0,29.0,2.0,0.0,0.0,7.25
Sahibzada Farhan,15,18,1,0,83.33333333333334,Sameen Gul,4.0,29.0,3.0,0.0,0.0,7.25
IR Bell,54,46,6,0,117.3913043478261,Umaid Asif,4.0,37.0,1.0,0.0,3.0,9.25
Hussain Talat,0,2,0,0,0.0,Wahab Riaz,4.0,31.0,1.0,1.0,0.0,7.5
CS Delport,29,18,1,2,161.11111111111111,KA Pollard,3.0,20.0,1.0,0.0,0.0,6.666666666666667
Asif Ali,13,5,0,2,260.0,LA Dawson,1.0,5.0,0.0,0.0,0.0,5.0
Faheem Ashraf,2,3,0,0,66.66666666666666,,,,,,,
Shadab Khan,6,5,0,0,120.0,,,,,,,
SR Patel,5,3,1,0,166.66666666666669,,,,,,,
Mohammad Sami,2,5,0,0,40.0,,,,,,,
Muhammad Musa,0,1,0,0,0.0,,,,,,,
