batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
T Perera,15,33,2,0,45.45454545454545,C Waiswa,3.0,20.0,2.0,0.0,0.0,6.666666666666667
K Modise,10,4,1,1,250.0,F Nsubuga,4.0,19.0,2.0,0.0,1.0,4.75
K Mothlhanka,4,4,1,0,100.0,E Isaneez,4.0,16.0,1.0,0.0,0.0,4.0
I Master,2,6,0,0,33.33333333333333,H Ssenyondo,4.0,18.0,0.0,0.0,5.0,4.5
V Balakrishnan,26,32,3,0,81.25,D Muhumuza,2.0,15.0,1.0,0.0,0.0,7.5
R Nehonde,3,6,0,0,50.0,DM Nakrani,1.0,1.0,1.0,0.0,0.0,1.0
JWN Moses,9,7,0,1,128.57142857142858,,,,,,,
A Rangaswamy,7,7,0,1,100.0,,,,,,,
N Master,2,2,0,0,100.0,,,,,,,
M Mooketsi,1,3,0,0,33.33333333333333,,,,,,,
T Tshose,4,4,0,0,100.0,,,,,,,
