batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TP Visee,4,4,0,0,100.0,Sompal Kami,3.0,27.0,0.0,0.0,0.0,9.0
MP O'Dowd,43,44,4,0,97.72727272727273,S Lamichhane,4.0,20.0,4.0,0.0,2.0,5.0
AJ Staal,21,14,1,2,150.0,LN Rajbanshi,4.0,28.0,1.0,0.0,0.0,7.0
CN Ackermann,29,20,1,2,145.0,Karan KC,4.0,17.0,4.0,0.0,1.0,4.25
PM Seelaar,4,8,0,0,50.0,P Khadka,1.0,14.0,0.0,0.0,0.0,14.0
RE van der Merwe,7,8,1,0,87.5,A Bohara,4.0,25.0,0.0,0.0,0.0,6.25
SA Edwards,16,13,0,1,123.07692307692308,,,,,,,
S Snater,0,1,0,0,0.0,,,,,,,
FJ Klaassen,4,4,0,0,100.0,,,,,,,
PA van Meekeren,0,1,0,0,0.0,,,,,,,
