batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CT Bancroft,0,3,0,0,0.0,JP Faulkner,4.0,36.0,3.0,0.0,0.0,9.0
M Klinger,0,1,0,0,0.0,RP Meredith,4.0,19.0,2.0,0.0,1.0,4.75
SM Whiteman,68,44,5,4,154.54545454545453,DJM Moody,4.0,43.0,2.0,0.0,3.0,10.75
AJ Turner,2,6,0,0,33.33333333333333,JC Archer,2.0,19.0,0.0,3.0,1.0,8.0
HWR Cartwright,29,29,1,1,100.0,J Botha,3.0,26.0,0.0,0.0,0.0,8.666666666666666
AM Hardie,8,7,1,0,114.28571428571428,S Milenko,0.0,1.0,0.0,0.0,0.0,inf
WG Bosisto,3,3,0,0,100.0,DJM Short,3.0,31.0,1.0,0.0,0.0,10.333333333333334
NM Coulter-Nile,31,15,1,3,206.66666666666669,,,,,,,
AJ Tye,25,12,2,2,208.33333333333334,,,,,,,
M Kelly,0,1,0,0,0.0,,,,,,,
Usman Qadir,1,2,0,0,50.0,,,,,,,
