batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PP Shaw,28,22,5,0,127.27272727272727,TG Southee,2.0,24.0,1.0,0.0,2.0,12.0
S Dhawan,0,1,0,0,0.0,NA Saini,4.0,24.0,2.0,1.0,1.0,5.75
SS Iyer,67,50,8,2,134.0,YS Chahal,4.0,36.0,0.0,0.0,2.0,9.0
CA Ingram,22,21,2,1,104.76190476190477,P Negi,3.0,27.0,1.0,0.0,1.0,9.0
RR Pant,18,14,2,0,128.57142857142858,Mohammed Siraj,2.0,14.0,1.0,0.0,0.0,7.0
CH Morris,0,3,0,0,0.0,MM Ali,4.0,22.0,1.0,0.0,0.0,5.5
R Tewatia,1,2,0,0,50.0,,,,,,,
AR Patel,4,1,1,0,400.0,,,,,,,
