batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Q de Kock,23,20,2,1,114.99999999999999,UT Yadav,4.0,26.0,2.0,0.0,1.0,6.5
RG Sharma,48,33,8,1,145.45454545454547,NA Saini,4.0,40.0,0.0,1.0,0.0,9.75
SA Yadav,38,24,4,1,158.33333333333331,Mohammed Siraj,4.0,38.0,2.0,0.0,1.0,9.5
Yuvraj Singh,23,12,0,3,191.66666666666669,YS Chahal,4.0,38.0,4.0,0.0,1.0,9.5
KA Pollard,5,6,0,0,83.33333333333334,C de Grandhomme,3.0,27.0,0.0,0.0,1.0,9.0
KH Pandya,1,2,0,0,50.0,MM Ali,1.0,13.0,0.0,0.0,0.0,13.0
HH Pandya,32,14,2,3,228.57142857142856,,,,,,,
MJ McClenaghan,1,4,0,0,25.0,,,,,,,
M Markande,6,5,1,0,120.0,,,,,,,
JJ Bumrah,0,1,0,0,0.0,,,,,,,
