batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JM Clarke,1,3,0,0,33.33333333333333,L Trevaskis,2.0,20.0,2.0,0.0,0.0,10.0
AD Hales,8,12,1,0,66.66666666666666,MJ Potts,4.0,18.0,2.0,0.0,0.0,4.5
BM Duckett,17,7,1,2,242.85714285714283,NJ Rimmington,3.0,15.0,3.0,0.0,2.0,5.0
JD Libby,26,22,3,0,118.18181818181819,WJ Weighell,1.0,10.0,0.0,0.0,1.0,10.0
SR Patel,21,14,2,1,150.0,S Steel,3.0,30.0,0.0,0.0,0.0,10.0
TJ Moores,33,26,1,1,126.92307692307692,DJM Short,3.0,19.0,2.0,0.0,0.0,6.333333333333333
DT Christian,3,5,0,0,60.0,GJ Harte,2.0,11.0,1.0,0.0,0.0,5.5
Imad Wasim,7,7,1,0,100.0,,,,,,,
LJ Fletcher,4,7,0,0,57.14285714285714,,,,,,,
M Carter,0,1,0,0,0.0,,,,,,,
