batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TL Seifert,43,25,3,3,172.0,B Kumar,4.0,37.0,1.0,0.0,1.0,9.25
C Munro,72,40,5,5,180.0,KK Ahmed,4.0,47.0,1.0,0.0,0.0,11.75
KS Williamson,27,21,3,0,128.57142857142858,HH Pandya,4.0,44.0,0.0,0.0,0.0,11.0
C de Grandhomme,30,16,3,1,187.5,KH Pandya,4.0,54.0,0.0,0.0,2.0,13.5
DJ Mitchell,19,11,3,0,172.72727272727272,Kuldeep Yadav,4.0,26.0,2.0,0.0,0.0,6.5
LRPL Taylor,14,7,1,1,200.0,,,,,,,
