batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PP Shaw,4,5,1,0,80.0,DL Chahar,3.0,32.0,1.0,0.0,0.0,10.666666666666666
S Dhawan,19,13,1,1,146.15384615384613,Harbhajan Singh,4.0,28.0,1.0,0.0,0.0,7.0
SS Iyer,44,31,4,1,141.93548387096774,Imran Tahir,4.0,12.0,4.0,0.0,0.0,3.0
RR Pant,5,3,1,0,166.66666666666669,RA Jadeja,3.0,9.0,3.0,0.0,0.0,3.0
CA Ingram,1,5,0,0,20.0,DJ Bravo,3.0,18.0,0.0,0.0,0.0,6.0
AR Patel,9,9,1,0,100.0,,,,,,,
SE Rutherford,2,4,0,0,50.0,,,,,,,
CH Morris,0,1,0,0,0.0,,,,,,,
J Suchith,6,15,0,0,40.0,,,,,,,
A Mishra,8,11,1,0,72.72727272727273,,,,,,,
TA Boult,1,1,0,0,100.0,,,,,,,
