batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
GP Meade,13.0,13.0,1.0,0.0,100.0,Izatullah Dawlatzai,4,35,0,0,1,8.75
BBJL Perera,67.0,34.0,9.0,3.0,197.05882352941177,Muslim Yar,2,22,0,0,0,11.0
NA Maiolo,1.0,5.0,0.0,0.0,20.0,Ahmed Wardak,3,8,2,0,1,2.6666666666666665
Rehman Abdul,28.0,28.0,1.0,0.0,100.0,Sahir Naqash,1,20,0,2,3,18.0
Rakibul Hasan,4.0,7.0,0.0,0.0,57.14285714285714,Asad Mohammad,1,17,0,0,5,17.0
MJ Ross,8.0,7.0,0.0,1.0,114.28571428571428,Amir Mangal,3,17,1,0,0,5.666666666666667
,,,,,,Abdul-Shakoor Rahimzei,2,14,1,0,0,7.0
