batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DJM Short,51,40,5,1,127.49999999999999,BJ Dwarshuis,4.0,25.0,2.0,0.0,5.0,6.25
CP Jewell,4,10,0,0,40.0,BAD Manenti,4.0,28.0,2.0,0.0,1.0,7.0
BR McDermott,15,20,0,0,75.0,TK Curran,4.0,30.0,2.0,0.0,5.0,7.5
DA Miller,16,19,0,0,84.21052631578947,SA Abbott,4.0,20.0,3.0,0.0,0.0,5.0
GJ Bailey,12,13,0,1,92.3076923076923,H Kerr,2.0,13.0,0.0,0.0,0.0,6.5
S Milenko,6,4,1,0,150.0,L Pope,1.0,8.0,0.0,0.0,0.0,8.0
JP Faulkner,1,2,0,0,50.0,MC Henriques,1.0,5.0,0.0,0.0,0.0,5.0
NT Ellis,6,6,0,0,100.0,,,,,,,
Qais Ahmad,7,5,1,0,140.0,,,,,,,
CA Rose,0,1,0,0,0.0,,,,,,,
