batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Ashfaq Ahmed,4,5,1,0,80.0,Bilal Khan,4.0,23.0,3.0,0.0,0.0,5.75
Chirag Suri,16,15,3,0,106.66666666666667,Fayyaz Butt,3.0,16.0,3.0,0.0,0.0,5.333333333333333
Ghulam Shabber,7,12,0,0,58.333333333333336,Aamir Kaleem,2.0,9.0,0.0,0.0,0.0,4.5
Rameez Shahzad,14,17,1,0,82.35294117647058,Mohammad Nadeem,4.0,22.0,1.0,0.0,0.0,5.5
Rohan Mustafa,24,32,2,0,75.0,Aqib Ilyas,4.0,20.0,0.0,0.0,0.0,5.0
Muhammad Usman,27,24,2,1,112.5,Khawar Ali,3.0,15.0,1.0,0.0,1.0,5.0
Waheed Ahmed,8,6,1,0,133.33333333333331,,,,,,,
Junaid Siddique (2),2,4,0,0,50.0,,,,,,,
Sultan Ahmed (2),0,1,0,0,0.0,,,,,,,
Zahoor Khan,0,2,0,0,0.0,,,,,,,
Ahmed Raza,2,2,0,0,100.0,,,,,,,
