batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
T Banton,100,52,9,5,192.30769230769232,AF Milne,4.0,30.0,2.0,0.0,2.0,7.5
Babar Azam,9,10,1,0,90.0,Mohammad Nabi,4.0,46.0,1.0,0.0,0.0,11.5
JC Hildreth,7,11,1,0,63.63636363636363,GC Viljoen,4.0,33.0,1.0,0.0,0.0,8.25
TB Abell,63,33,6,2,190.9090909090909,FJ Klaassen,3.0,37.0,0.0,0.0,1.0,12.333333333333334
EJ Byrom,4,2,1,0,200.0,ME Claydon,3.0,32.0,0.0,0.0,0.0,10.666666666666666
TA Lammonby,2,4,0,0,50.0,DJ Bell-Drummond,2.0,19.0,2.0,0.0,0.0,9.5
RE van der Merwe,2,4,0,0,50.0,,,,,,,
C Overton,7,2,0,1,350.0,,,,,,,
TD Groenewald,0,1,0,0,0.0,,,,,,,
JE Taylor,1,1,0,0,100.0,,,,,,,
