batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,7,18,1,0,38.88888888888889,Mujeeb Ur Rahman,10.0,52.0,0.0,0.0,2.0,5.2
E Lewis,58,78,6,2,74.35897435897436,Dawlat Zadran,9.0,73.0,2.0,0.0,5.0,8.11111111111111
SD Hope,77,92,6,2,83.69565217391305,Sayed Shirzad,8.0,56.0,1.0,0.0,0.0,7.0
SO Hetmyer,39,31,3,2,125.80645161290323,Gulbadin Naib,3.0,18.0,0.0,0.0,0.0,6.0
N Pooran,58,43,6,1,134.88372093023256,Mohammad Nabi,10.0,56.0,1.0,0.0,0.0,5.6
JO Holder,45,34,1,4,132.35294117647058,Rashid Khan,10.0,52.0,1.0,0.0,2.0,5.2
CR Brathwaite,14,4,2,1,350.0,,,,,,,
