batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,7,5,0,1,140.0,CJ Green,4.0,29.0,1.0,0.0,2.0,7.25
GD Phillips,40,32,2,2,125.0,Imran Tahir,4.0,21.0,2.0,0.0,0.0,5.25
CAK Walton,15,9,3,0,166.66666666666669,Qais Ahmad,4.0,32.0,2.0,0.0,0.0,8.0
J Glen,4,9,0,0,44.44444444444444,KMA Paul,3.0,34.0,3.0,2.0,1.0,10.666666666666666
GH Worker,0,5,0,0,0.0,OF Smith,2.0,14.0,1.0,1.0,3.0,6.5
AD Russell,40,19,3,3,210.52631578947367,Shoaib Malik,1.0,5.0,0.0,0.0,0.0,5.0
DR Smith,6,3,1,0,200.0,,,,,,,
Ramaal Lewis,1,3,0,0,33.33333333333333,,,,,,,
Zahir Khan,0,4,0,0,0.0,,,,,,,
JW Dernbach,12,11,0,1,109.09090909090908,,,,,,,
O Thomas,2,8,0,0,25.0,,,,,,,
