batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
R Sandaruwan,15,16,1,0,93.75,Sompal Kami,4.0,24.0,0.0,0.0,0.0,6.0
Meet Bhavsar,5,5,1,0,100.0,Karan KC,4.0,40.0,2.0,1.0,1.0,9.75
Adnan Idrees,25,14,6,0,178.57142857142858,B Regmi,4.0,20.0,3.0,0.0,0.0,5.0
Bilal Tahir,13,8,1,1,162.5,S Lamichhane,4.0,21.0,3.0,0.0,1.0,5.25
MNM Aslam,23,25,2,0,92.0,A Bohara,4.0,35.0,1.0,0.0,0.0,8.75
Usman Waheed,0,1,0,0,0.0,,,,,,,
Muhammad Kashif,49,36,2,4,136.11111111111111,,,,,,,
Shiraz Khan,0,4,0,0,0.0,,,,,,,
Mohammad Ahsan,4,7,0,0,57.14285714285714,,,,,,,
Jandu Hamoud,2,4,0,0,50.0,,,,,,,
Ilyas Ahmed,1,1,0,0,100.0,,,,,,,
