batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
BR Dunk,2,3,0,0,66.66666666666666,JP Behrendorff,4.0,18.0,0.0,0.0,0.0,4.5
MP Stoinis,49,40,7,0,122.50000000000001,NM Coulter-Nile,4.0,30.0,3.0,0.0,0.0,7.5
PSP Handscomb,2,9,0,0,22.22222222222222,M Kelly,4.0,31.0,3.0,1.0,2.0,7.5
GJ Maxwell,61,40,4,3,152.5,AJ Tye,4.0,36.0,2.0,0.0,0.0,9.0
NJ Maddinson,16,10,1,1,160.0,MR Marsh,3.0,26.0,1.0,0.0,0.0,8.666666666666666
DJ Bravo,3,4,0,0,75.0,CD Hinchliffe,1.0,14.0,0.0,0.0,0.0,14.0
SE Gotch,16,8,1,1,200.0,,,,,,,
LE Plunkett,0,2,0,0,0.0,,,,,,,
JM Bird,1,2,0,0,50.0,,,,,,,
A Zampa,1,2,0,0,50.0,,,,,,,
DJ Worrall,1,1,0,0,100.0,,,,,,,
