batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LS Livingstone,82,43,6,6,190.69767441860466,Mohammad Irfan,3.0,24.0,0.0,0.0,1.0,8.0
Babar Azam,77,59,6,1,130.5084745762712,CJ Green,4.0,32.0,3.0,0.0,2.0,8.0
CA Ingram,1,2,0,0,50.0,Junaid Khan,4.0,40.0,1.0,0.0,0.0,10.0
Imad Wasim,4,4,0,0,100.0,Shahid Afridi,3.0,25.0,0.0,0.0,0.0,8.333333333333334
Sikandar Raza,4,6,0,0,66.66666666666666,AD Russell,3.0,25.0,1.0,0.0,0.0,8.333333333333334
RS Bopara,3,3,0,0,100.0,Mohammad Ilyas,3.0,33.0,0.0,0.0,1.0,11.0
Mohammad Rizwan,1,2,0,0,50.0,,,,,,,
Sohail Khan,4,1,1,0,400.0,,,,,,,
