batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
RG Sharma,1,5,0,0,20.0,TG Southee,4.0,17.0,3.0,0.0,0.0,4.25
S Dhawan,29,18,2,3,161.11111111111111,SC Kuggeleijn,2.0,34.0,0.0,0.0,0.0,17.0
V Shankar,27,18,2,2,150.0,LH Ferguson,4.0,22.0,2.0,0.0,0.0,5.5
RR Pant,4,10,0,0,40.0,MJ Santner,4.0,24.0,2.0,0.0,0.0,6.0
MS Dhoni,39,31,5,1,125.80645161290323,DJ Mitchell,3.0,13.0,1.0,1.0,0.0,4.0
KD Karthik,5,6,0,0,83.33333333333334,IS Sodhi,3.0,26.0,2.0,0.0,3.0,8.666666666666666
HH Pandya,4,4,1,0,100.0,,,,,,,
KH Pandya,20,18,1,1,111.11111111111111,,,,,,,
B Kumar,1,3,0,0,33.33333333333333,,,,,,,
YS Chahal,1,3,0,0,33.33333333333333,,,,,,,
KK Ahmed,1,1,0,0,100.0,,,,,,,
