batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
T Westley,20,14,4,0,142.85714285714286,MTC Waller,4.0,26.0,3.0,0.0,0.0,6.5
CS Delport,22,14,4,0,157.14285714285714,JE Taylor,2.0,21.0,0.0,0.0,0.0,10.5
AJA Wheater,16,10,1,1,160.0,C Overton,2.0,15.0,1.0,0.0,0.0,7.5
DW Lawrence,24,12,1,2,200.0,TD Groenewald,2.0,17.0,1.0,0.0,0.0,8.5
RN ten Doeschate,5,6,1,0,83.33333333333334,RE van der Merwe,3.0,32.0,5.0,0.0,0.0,10.666666666666666
RS Bopara,1,2,0,0,50.0,,,,,,,
PI Walter,1,2,0,0,50.0,,,,,,,
SR Harmer,2,3,0,0,66.66666666666666,,,,,,,
AP Beard,13,6,1,1,216.66666666666666,,,,,,,
A Zampa,6,5,1,0,120.0,,,,,,,
Mohammad Amir,1,3,0,0,33.33333333333333,,,,,,,
