batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DC Stovell,12,10,2,0,120.0,MRJ Watt,4.0,18.0,2.0,0.0,4.0,4.5
OO Bascome,16,15,2,0,106.66666666666667,SM Sharif,4.0,33.0,2.0,0.0,2.0,8.25
TS Fray,6,6,1,0,100.0,AC Evans,4.0,35.0,1.0,0.0,2.0,8.75
DMW Rawlins,46,21,4,3,219.04761904761907,RD Berrington,4.0,45.0,1.0,0.0,4.0,11.25
AC Douglas,5,10,0,0,50.0,Hamza Tahir,4.0,25.0,2.0,0.0,0.0,6.25
OGL Bascome,7,5,0,1,140.0,,,,,,,
O Bascome,1,11,0,0,9.090909090909092,,,,,,,
KS Leverock,43,24,3,3,179.16666666666669,,,,,,,
RJ Trott,1,2,0,0,50.0,,,,,,,
S Smith,7,16,0,0,43.75,,,,,,,
