batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LM Reece,29,22,4,1,131.8181818181818,DY Pennington,2,20,1,0,3,10.0
BA Godleman,0,1,0,0,0.0,WD Parnell,4,33,0,0,0,8.25
WL Madsen,28,25,4,0,112.00000000000001,PR Brown,4,28,1,0,0,7.0
JL du Plooy,52,48,5,0,108.33333333333333,EG Barnard,3,28,0,0,0,9.333333333333334
MJJ Critchley,9,7,0,1,128.57142857142858,DKH Mitchell,4,15,0,0,0,3.75
DI Stevens,26,18,2,1,144.44444444444443,BL D'Oliveira,3,25,2,2,0,7.666666666666667
