batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
AHT Donald,13,9,0,1,144.44444444444443,Mohammad Nabi,4.0,21.0,1.0,0.0,0.0,5.25
RR Rossouw,10,11,1,0,90.9090909090909,AF Milne,4.0,29.0,0.0,0.0,2.0,7.25
JM Vince,51,35,5,2,145.7142857142857,GC Viljoen,4.0,20.0,2.0,0.0,0.0,5.0
SA Northeast,35,39,1,0,89.74358974358975,FJ Klaassen,4.0,27.0,2.0,0.0,0.0,6.75
JK Fuller,6,7,0,0,85.71428571428571,Imran Qayyum,4.0,41.0,0.0,0.0,1.0,10.25
CH Morris,11,9,1,0,122.22222222222223,,,,,,,
LA Dawson,9,10,0,0,90.0,,,,,,,
