batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PR Stirling,29,24,2,1,120.83333333333333,FJ Klaassen,4.0,32.0,2.0,1.0,1.0,7.75
KJ O'Brien,22,22,3,0,100.0,PA van Meekeren,4.0,36.0,1.0,0.0,4.0,9.0
A Balbirnie,8,12,0,0,66.66666666666666,T van der Gugten,1.0,11.0,0.0,0.0,0.0,11.0
GJ Delany,20,18,1,1,111.11111111111111,BD Glover,3.0,22.0,1.0,1.0,0.0,7.0
GC Wilson,2,5,0,0,40.0,RE van der Merwe,4.0,19.0,2.0,0.0,0.0,4.75
HT Tector,7,9,0,0,77.77777777777779,PM Seelaar,4.0,17.0,3.0,0.0,0.0,4.25
MR Adair,2,4,0,0,50.0,,,,,,,
SR Thompson,6,6,0,0,100.0,,,,,,,
GH Dockrell,25,12,2,1,208.33333333333334,,,,,,,
CA Young,1,2,0,0,50.0,,,,,,,
WB Rankin,8,8,1,0,100.0,,,,,,,
