batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TP Visee,12,8,1,1,150.0,N Pokana,4.0,28.0,1.0,0.0,0.0,7.0
MP O'Dowd,13,16,2,0,81.25,J Kila,2.0,15.0,0.0,0.0,1.0,7.5
BN Cooper,9,11,0,1,81.81818181818183,S Bau,2.0,10.0,1.0,0.0,0.0,5.0
CN Ackermann,10,9,1,0,111.11111111111111,D Ravu,3.0,16.0,1.0,1.0,0.0,5.0
RN ten Doeschate,3,8,0,0,37.5,N Vanua,4.0,24.0,0.0,0.0,1.0,6.0
PM Seelaar,21,32,1,0,65.625,R Hekure,1.0,6.0,1.0,0.0,0.0,6.0
RE van der Merwe,5,12,0,0,41.66666666666667,CJA Amini,4.0,24.0,2.0,1.0,0.0,5.75
SA Edwards,6,5,0,0,120.0,,,,,,,
T van der Gugten,40,21,1,3,190.47619047619045,,,,,,,
