batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JM Vince,0,2,0,0,0.0,JP Behrendorff,10.0,44.0,5.0,0.0,1.0,4.4
JM Bairstow,27,39,5,0,69.23076923076923,MA Starc,9.0,43.0,4.0,0.0,0.0,4.777777777777778
JE Root,8,9,2,0,88.88888888888889,PJ Cummins,8.0,41.0,0.0,0.0,1.0,5.125
EJG Morgan,4,7,1,0,57.14285714285714,NM Lyon,9.0,43.0,0.0,0.0,0.0,4.777777777777778
BA Stokes,89,115,8,2,77.39130434782608,MP Stoinis,7.0,29.0,1.0,0.0,1.0,4.142857142857143
JC Buttler,25,27,2,0,92.5925925925926,GJ Maxwell,2.0,15.0,0.0,0.0,0.0,7.5
CR Woakes,26,34,2,0,76.47058823529412,,,,,,,
MM Ali,6,9,1,0,66.66666666666666,,,,,,,
AU Rashid,25,20,3,1,125.0,,,,,,,
JC Archer,1,4,0,0,25.0,,,,,,,
MA Wood,1,2,0,0,50.0,,,,,,,
