batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MJ Cosgrove,9,10,1,0,90.0,DY Pennington,3.0,26.0,1.0,0.0,1.0,8.666666666666666
HJ Swindells,1,6,0,0,16.666666666666664,WD Parnell,4.0,25.0,4.0,0.0,5.0,6.25
HE Dearden,14,15,2,0,93.33333333333333,PR Brown,4.0,37.0,2.0,0.0,0.0,9.25
AM Lilley,31,12,5,1,258.33333333333337,EG Barnard,4.0,22.0,2.0,0.0,0.0,5.5
LJ Hill,23,24,2,0,95.83333333333334,DKH Mitchell,4.0,29.0,1.0,0.0,0.0,7.25
CN Ackermann,37,30,1,1,123.33333333333334,GH Rhodes,1.0,9.0,0.0,0.0,0.0,9.0
AM Ali,18,11,1,1,163.63636363636365,,,,,,,
CF Parkinson,1,3,0,0,33.33333333333333,,,,,,,
D Klein,4,4,0,0,100.0,,,,,,,
WS Davis,2,3,0,0,66.66666666666666,,,,,,,
GT Griffiths,2,2,0,0,100.0,,,,,,,
