batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PD Salt,73,46,7,3,158.69565217391303,CP Wood,4.0,29.0,2.0,0.0,1.0,7.25
LJ Wright,15,13,2,0,115.38461538461537,KJ Abbott,4.0,51.0,1.0,0.0,0.0,12.75
LJ Evans,15,12,2,0,125.0,CH Morris,4.0,38.0,1.0,0.0,0.0,9.5
DMW Rawlins,6,2,0,1,300.0,LA Dawson,4.0,24.0,0.0,0.0,0.0,6.0
D Wiese,44,29,2,2,151.72413793103448,MS Crane,3.0,33.0,1.0,0.0,0.0,11.0
BC Brown,11,11,1,0,100.0,JK Fuller,1.0,11.0,0.0,0.0,0.0,11.0
Rashid Khan,22,7,2,2,314.2857142857143,,,,,,,
