batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MJ Guptill,8,16,1,0,50.0,CR Woakes,8.0,44.0,1.0,0.0,1.0,5.5
HM Nicholls,0,1,0,0,0.0,JC Archer,7.0,17.0,1.0,0.0,1.0,2.4285714285714284
KS Williamson,27,40,3,0,67.5,LE Plunkett,8.0,28.0,1.0,0.0,1.0,3.5
LRPL Taylor,28,42,2,0,66.66666666666666,MA Wood,9.0,34.0,3.0,0.0,2.0,3.7777777777777777
TWM Latham,57,65,5,0,87.6923076923077,JE Root,3.0,15.0,0.0,0.0,0.0,5.0
JDS Neesham,19,27,1,0,70.37037037037037,AU Rashid,5.0,30.0,1.0,0.0,0.0,6.0
C de Grandhomme,3,13,0,0,23.076923076923077,BA Stokes,5.0,10.0,1.0,0.0,1.0,2.0
MJ Santner,12,30,1,0,40.0,,,,,,,
TG Southee,7,16,0,0,43.75,,,,,,,
MJ Henry,7,13,0,0,53.84615384615385,,,,,,,
TA Boult,4,7,1,0,57.14285714285714,,,,,,,
