batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Ashfaq Ahmed,4,6,0,0,66.66666666666666,Sompal Kami,4.0,15.0,2.0,0.0,1.0,3.75
CP Rizwan,44,43,4,1,102.32558139534885,Karan KC,4.0,22.0,2.0,0.0,0.0,5.5
Ghulam Shabber,6,8,1,0,75.0,S Lamichhane,4.0,19.0,2.0,0.0,0.0,4.75
Shaiman Anwar,14,11,1,1,127.27272727272727,A Bohara,4.0,20.0,3.0,0.0,1.0,5.0
Muhammad Usman,0,1,0,0,0.0,LN Rajbanshi,3.0,17.0,0.0,0.0,0.0,5.666666666666667
Mohammad Boota,11,15,1,0,73.33333333333333,P Sarraf,1.0,8.0,0.0,0.0,0.0,8.0
Amir Hayat,3,5,0,0,60.0,,,,,,,
Mohammad Naveed,7,8,1,0,87.5,,,,,,,
Sultan Ahmed (2),4,7,0,0,57.14285714285714,,,,,,,
Imran Haider,4,7,0,0,57.14285714285714,,,,,,,
Zahoor Khan,2,5,0,0,40.0,,,,,,,
