batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
BA King,43,33,3,1,130.3030303030303,JO Holder,4.0,37.0,0.0,0.0,0.0,9.25
C Hemraj,1,5,0,0,20.0,RA Reifer,4.0,24.0,4.0,1.0,1.0,5.75
SO Hetmyer,9,5,0,1,180.0,Shakib Al Hasan,2.0,18.0,0.0,0.0,0.0,9.0
Shoaib Malik,4,11,0,0,36.36363636363637,HF Gurney,4.0,24.0,2.0,0.0,0.0,6.0
N Pooran,24,25,2,1,96.0,HR Walsh,2.0,23.0,1.0,0.0,1.0,11.5
SE Rutherford,15,12,2,0,125.0,AR Nurse,4.0,17.0,2.0,0.0,0.0,4.25
R Shepherd,9,7,1,0,128.57142857142858,,,,,,,
KMA Paul,25,14,0,2,178.57142857142858,,,,,,,
CJ Green,5,3,1,0,166.66666666666669,,,,,,,
Imran Tahir,4,5,0,0,80.0,,,,,,,
B Laughlin,1,1,0,0,100.0,,,,,,,
