batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PP Shaw,24,16,5,0,150.0,DL Chahar,4.0,20.0,1.0,0.0,1.0,5.0
S Dhawan,51,47,7,0,108.51063829787233,SN Thakur,2.0,19.0,0.0,0.0,0.0,9.5
SS Iyer,18,20,0,1,90.0,Harbhajan Singh,4.0,30.0,0.0,0.0,2.0,7.5
RR Pant,25,13,2,1,192.30769230769232,RA Jadeja,4.0,23.0,1.0,0.0,0.0,5.75
CA Ingram,2,2,0,0,100.0,Imran Tahir,2.0,20.0,1.0,0.0,0.0,10.0
KMA Paul,0,4,0,0,0.0,DJ Bravo,4.0,33.0,3.0,0.0,2.0,8.25
AR Patel,9,9,1,0,100.0,,,,,,,
R Tewatia,11,9,1,0,122.22222222222223,,,,,,,
