batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TP Visee,0,2,0,0,0.0,SM Sharif,4.0,51.0,0.0,1.0,1.0,12.5
MP O'Dowd,15,13,2,0,115.38461538461537,AC Evans,4.0,19.0,2.0,0.0,0.0,4.75
BN Cooper,1,3,0,0,33.33333333333333,A Neill,4.0,33.0,2.0,0.0,1.0,8.25
PM Seelaar,96,49,9,5,195.91836734693877,MRJ Watt,4.0,40.0,1.0,0.0,0.0,10.0
BFW de Leede,19,17,1,1,111.76470588235294,MA Leask,2.0,35.0,0.0,0.0,0.0,17.5
SA Edwards,37,19,5,1,194.73684210526315,RD Berrington,2.0,14.0,1.0,0.0,0.0,7.0
AJ Staal,9,6,0,1,150.0,,,,,,,
S Snater,10,7,0,1,142.85714285714286,,,,,,,
C Floyd,2,5,0,0,40.0,,,,,,,
