batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
EJ Pollock,3,7,0,0,42.857142857142854,L Wood,3.0,16.0,3.0,0.0,0.0,5.333333333333333
MGK Burgess,25,20,1,1,125.0,M Carter,4.0,14.0,3.0,0.0,0.0,3.5
SR Hain,29,28,2,1,103.57142857142858,Imad Wasim,4.0,21.0,2.0,0.0,0.0,5.25
AJ Hose,4,8,0,0,50.0,SR Patel,4.0,28.0,1.0,0.0,0.0,7.0
AC Agar,11,12,1,0,91.66666666666666,HF Gurney,3.0,31.0,1.0,2.0,0.0,9.666666666666666
WMH Rhodes,27,15,2,1,180.0,,,,,,,
L Banks,2,4,0,0,50.0,,,,,,,
HJH Brookes,1,4,0,0,25.0,,,,,,,
JS Patel,5,3,1,0,166.66666666666669,,,,,,,
OP Stone,1,4,0,0,25.0,,,,,,,
FH Edwards,0,1,0,0,0.0,,,,,,,
