batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
G Malla,0,4,0,0,0.0,Mohammad Naveed,9.0,31.0,3.0,0.0,2.0,3.4444444444444446
B Bhandari,5,14,1,0,35.714285714285715,Qadeer Ahmed,7.0,32.0,1.0,0.0,3.0,4.571428571428571
P Khadka,20,36,3,0,55.55555555555556,Amir Hayat,8.0,19.0,3.0,0.0,1.0,2.375
Sompal Kami,30,47,3,0,63.829787234042556,Mohammad Boota,2.0,10.0,0.0,0.0,0.0,5.0
DS Airee,0,2,0,0,0.0,Imran Haider,8.0,19.0,2.0,0.0,1.0,2.375
Aarif Sheikh,25,43,3,0,58.139534883720934,,,,,,,
P Sarraf,4,3,1,0,133.33333333333331,,,,,,,
Karan KC,3,8,0,0,37.5,,,,,,,
B Regmi,0,4,0,0,0.0,,,,,,,
S Lamichhane,15,27,0,0,55.55555555555556,,,,,,,
LN Rajbanshi,2,15,0,0,13.333333333333334,,,,,,,
