batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Babar Azam,0,1,0,0,0.0,Sohail Tanvir,4.0,21.0,2.0,0.0,4.0,5.25
C Munro,3,5,0,0,60.0,Mohammad Nawaz (3),4.0,51.0,1.0,0.0,0.0,12.75
Awais Zia,19,21,2,0,90.47619047619048,Ghulam Mudassar,3.0,44.0,0.0,0.0,1.0,14.666666666666666
CA Ingram,127,59,12,8,215.25423728813558,Fawad Ahmed,4.0,31.0,1.0,0.0,0.0,7.75
LS Livingstone,18,17,0,1,105.88235294117648,Anwar Ali,4.0,40.0,0.0,0.0,0.0,10.0
BR Dunk,15,9,1,1,166.66666666666669,,,,,,,
