batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,6,19,1,0,31.57894736842105,Mohammed Shami,7.0,16.0,4.0,0.0,1.0,2.2857142857142856
SW Ambris,31,40,2,0,77.5,JJ Bumrah,6.0,9.0,2.0,0.0,0.0,1.5
SD Hope,5,10,1,0,50.0,HH Pandya,5.0,28.0,1.0,1.0,0.0,5.4
N Pooran,28,50,2,0,56.00000000000001,Kuldeep Yadav,9.0,35.0,1.0,0.0,4.0,3.888888888888889
SO Hetmyer,18,29,1,0,62.06896551724138,KM Jadhav,1.0,4.0,0.0,0.0,0.0,4.0
JO Holder,6,13,0,0,46.15384615384615,YS Chahal,7.0,39.0,2.0,0.0,0.0,5.571428571428571
CR Brathwaite,1,5,0,0,20.0,,,,,,,
FA Allen,0,1,0,0,0.0,,,,,,,
KAJ Roach,14,21,3,0,66.66666666666666,,,,,,,
SS Cottrell,10,8,1,1,125.0,,,,,,,
O Thomas,6,11,1,0,54.54545454545454,,,,,,,
