batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Liton Das,0,2,0,0,0.0,Mujeeb Ur Rahman,4.0,15.0,4.0,0.0,0.0,3.75
Mushfiqur Rahim,5,3,1,0,166.66666666666669,Fareed Ahmad,3.0,33.0,2.0,0.0,0.0,11.0
Shakib Al Hasan,15,13,2,0,115.38461538461537,Karim Janat,3.0,27.0,0.0,1.0,0.0,8.666666666666666
Mahmudullah,44,39,5,0,112.82051282051282,Mohammad Nabi,2.0,11.0,0.0,0.0,1.0,5.5
Soumya Sarkar,0,1,0,0,0.0,Rashid Khan,4.0,23.0,2.0,0.0,0.0,5.75
Sabbir Rahman,24,27,1,0,88.88888888888889,Gulbadin Naib,4.0,27.0,2.0,0.0,1.0,6.75
Afif Hossain,16,14,2,0,114.28571428571428,,,,,,,
Mosaddek Hossain,12,10,1,0,120.0,,,,,,,
Mohammad Saifuddin,2,3,0,0,66.66666666666666,,,,,,,
Mustafizur Rahman,15,7,2,1,214.28571428571428,,,,,,,
Taijul Islam,0,1,0,0,0.0,,,,,,,
